IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,FactValueNumeric,Value,Language
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,TRUE,191.7,191.7,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2019,TRUE,199,199,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2019,TRUE,212,212,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,TRUE,218.2,218.2,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,TRUE,218.3,218.3,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,TRUE,226.8,226.8,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2019,TRUE,228.7,228.7,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,TRUE,266.6,266.6,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,PER,Peru,Year,2019,TRUE,267.8,267.8,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,TRUE,304.4,304.4,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2019,TRUE,308.2,308.2,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AFR,Africa,Country,DZA,Algeria,Year,2019,TRUE,323.7,323.7,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,TRUE,329.3,329.3,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,TRUE,363.9,363.9,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,ROU,Romania,Year,2019,TRUE,376.1,376.1,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,CHL,Chile,Year,2019,TRUE,469.6,469.6,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,TRUE,493.7,493.7,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,IRL,Ireland,Year,2019,TRUE,514.8,514.8,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,TRUE,535.3,535.3,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,FIN,Finland,Year,2019,TRUE,593.7,593.7,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,TRUE,698.5,698.5,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,COL,Colombia,Year,2019,TRUE,705.1,705.1,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,GRC,Greece,Year,2019,TRUE,826.5,826.5,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2019,TRUE,829.9,829.9,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,CZE,Czechia,Year,2019,TRUE,843.8,843.8,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,PRT,Portugal,Year,2019,TRUE,869.5,869.5,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,TRUE,892.1,892.1,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,TRUE,1106,1 106.0,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,TRUE,1160,1 160.4,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2019,TRUE,1252,1 251.8,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,POL,Poland,Year,2019,TRUE,1702,1 702.4,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,ISR,Israel,Year,2019,TRUE,1827,1 827.2,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,DNK,Denmark,Year,2019,TRUE,1868,1 867.6,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,MEX,Mexico,Year,2019,TRUE,2103,2 103.0,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,AUT,Austria,Year,2019,TRUE,2116,2 115.7,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,BEL,Belgium,Year,2019,TRUE,2122,2 122.1,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,NOR,Norway,Year,2019,TRUE,2169,2 169.1,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,TRUE,2286,2 286.1,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,SWE,Sweden,Year,2019,TRUE,3376,3 375.8,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2019,TRUE,3507,3 507.1,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2019,TRUE,3678,3 678.5,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,TRUE,3713,3 712.8,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2019,TRUE,4219,4 218.9,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,TRUE,7255,7 254.7,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2019,TRUE,7370,7 370.3,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,ESP,Spain,Year,2019,TRUE,8306,8 306.3,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,TRUE,9577,9 576.9,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,FRA,France,Year,2019,TRUE,12666,12 666.0,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,CAN,Canada,Year,2019,TRUE,12829,12 829.1,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,ITA,Italy,Year,2019,TRUE,19123,19 123.0,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2019,TRUE,28734,28 733.6,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,EUR,Europe,Country,DEU,Germany,Year,2019,TRUE,30877,30 877.3,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,WPR,Western Pacific,Country,CHN,China,Year,2019,TRUE,61549,61 548.6,EN
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),numeric,AMR,Americas,Country,USA,United States of America,Year,2019,TRUE,133506,133 505.8,EN
